Entity,Code,Date,"Excess mortality P-scores, ages 15–64","Excess mortality P-scores, ages 65–74","Excess mortality P-scores, ages 75–84","Excess mortality P-scores, ages 85+"
Austria,AUT,2020-01-05,-4.99,-23.21,-5.11,-11.17
Austria,AUT,2020-01-12,-1.45,-5.43,-5.3,-13.4
Austria,AUT,2020-01-19,-7.32,-1.09,9.77,-2.91
Austria,AUT,2020-01-26,14.2,-5.11,10.18,-5.01
Austria,AUT,2020-02-02,-5.91,-0.22,19.98,5.79
Austria,AUT,2020-02-09,-16.28,-9.78,-0.24,-10.87
Austria,AUT,2020-02-16,-4.52,-13.27,-5.86,-1.03
Austria,AUT,2020-02-23,-6.12,-2.4,-2.31,-8.64
Austria,AUT,2020-03-01,-2.48,-9.93,6.6,-6.26
Austria,AUT,2020-03-08,6.27,-0.76,2.22,-4.07
Austria,AUT,2020-03-15,5.4,-3.98,2.8,-1.56
Austria,AUT,2020-03-22,11.83,4.28,27.5,11.95
Austria,AUT,2020-03-29,6.07,-9.3,19.52,6.12
Austria,AUT,2020-04-05,12.8,1.28,24.06,15.87
Austria,AUT,2020-04-12,14.38,4.58,21.43,18.05
Austria,AUT,2020-04-19,3.67,3.78,18.82,13.57
Austria,AUT,2020-04-26,7.78,2.1,17.5,4.01
Austria,AUT,2020-05-03,8.21,-15.32,3.49,3.98
Austria,AUT,2020-05-10,5.43,2.06,8.47,5.99
Austria,AUT,2020-05-17,-5.35,3.91,6.72,-0.14
Austria,AUT,2020-05-24,-6.86,3.49,16.11,1.08
Austria,AUT,2020-05-31,14.3,-5.85,-5.35,2.04
Austria,AUT,2020-06-07,11.69,-2.46,6.55,5.7
Austria,AUT,2020-06-14,-0.27,-0.69,2.65,2.22
Austria,AUT,2020-06-21,-6.08,-8.47,-1.71,8.84
Austria,AUT,2020-06-28,-6.57,-1.41,0.51,9.83
Austria,AUT,2020-07-05,1.21,12.68,8.7,10.29
Austria,AUT,2020-07-12,-1.09,-1.17,2.73,-1.09
Austria,AUT,2020-07-19,-10.12,10.27,8.05,-9.27
Austria,AUT,2020-07-26,2.05,-4.76,3.14,-6.67
Austria,AUT,2020-08-02,0.26,-1.19,9.69,-2.67
Austria,AUT,2020-08-09,-0.54,-7.18,9.18,-2.44
Austria,AUT,2020-08-16,-2.61,8.26,17.1,10.23
Austria,AUT,2020-08-23,-8.64,-0.18,14.1,0.77
Austria,AUT,2020-08-30,-3.83,-7.34,17.78,5.5
Austria,AUT,2020-09-06,4.03,4.76,23.08,7.31
Austria,AUT,2020-09-13,19.25,-1.47,13.26,8.96
Austria,AUT,2020-09-20,2.16,12.3,11.8,12.04
Austria,AUT,2020-09-27,-1.01,-1.67,3.47,8.87
Austria,AUT,2020-10-04,-2.39,16.72,5.63,3
Austria,AUT,2020-10-11,10.95,3.95,16.4,0.91
Austria,AUT,2020-10-18,2.66,12.27,11.45,3.73
Austria,AUT,2020-10-25,4.15,7.69,28.34,20.01
Austria,AUT,2020-11-01,12.83,24,32.24,25.27
Austria,AUT,2020-11-08,16.39,22.87,56.73,27.01
Austria,AUT,2020-11-15,-1.82,39.83,59.19,58.39
Austria,AUT,2020-11-22,32.84,28.01,80.75,60.82
Austria,AUT,2020-11-29,18.11,33.78,78.79,66.77
Austria,AUT,2020-12-06,27.98,52.48,65.77,67.49
Austria,AUT,2020-12-13,31.32,40.28,66.52,58.24
Austria,AUT,2020-12-20,15.28,26.62,47.99,39.68
Austria,AUT,2020-12-27,-0.96,16.79,41.91,18.72
Austria,AUT,2021-01-03,1.43,20.92,23.17,12.29
Austria,AUT,2021-01-10,-5.91,12.93,11.6,6.79
Austria,AUT,2021-01-17,-5.78,16.84,9.2,0.52
Belgium,BEL,2020-01-05,-6.12,0.11,-12.4,-4.27
Belgium,BEL,2020-01-12,-1.25,4.57,-10.7,3.23
Belgium,BEL,2020-01-19,-12.04,8.98,-12.02,-1.25
Belgium,BEL,2020-01-26,-11.95,4.34,-15.04,-8.34
Belgium,BEL,2020-02-02,0.87,2.18,-8.01,-7.83
Belgium,BEL,2020-02-09,-4.24,-3.29,-14.59,-16.53
Belgium,BEL,2020-02-16,-3.64,3.8,-11.77,-10.8
Belgium,BEL,2020-02-23,-2.06,6.39,-14.1,-8.01
Belgium,BEL,2020-03-01,-22.72,-1.56,-10.07,-11.02
Belgium,BEL,2020-03-08,-7.1,-4.47,-16.35,-6.86
Belgium,BEL,2020-03-15,5.95,1.12,-7.08,-6.56
Belgium,BEL,2020-03-22,-0.28,27.26,8.5,11.09
Belgium,BEL,2020-03-29,7.73,50.17,46.58,54.01
Belgium,BEL,2020-04-05,26.41,79.41,90.83,119.66
Belgium,BEL,2020-04-12,26.43,64.94,119.81,143.77
Belgium,BEL,2020-04-19,8.99,63.16,71.27,124.63
Belgium,BEL,2020-04-26,9.75,32.02,43.39,78.5
Belgium,BEL,2020-05-03,-5.91,14.28,16.67,37.24
Belgium,BEL,2020-05-10,-5.78,14.08,13.16,33.8
Belgium,BEL,2020-05-17,-1.18,5.3,-0.92,7.5
Belgium,BEL,2020-05-24,-5.29,3.36,-3.77,18.76
Belgium,BEL,2020-05-31,5.76,1.5,-16.7,18.31
Belgium,BEL,2020-06-07,-12.14,2.62,-10.64,2.59
Belgium,BEL,2020-06-14,-0.53,4.03,-3.01,7.25
Belgium,BEL,2020-06-21,-12.14,-5.24,-10.74,2.23
Belgium,BEL,2020-06-28,-6.41,17.99,-2.33,7.53
Belgium,BEL,2020-07-05,-10.98,-7.64,-21.54,-7.43
Belgium,BEL,2020-07-12,-8.46,-2.75,-12.78,-8.15
Belgium,BEL,2020-07-19,-5.21,-0.06,-5.9,0.16
Belgium,BEL,2020-07-26,-11.84,-1.75,-15.21,-5.93
Belgium,BEL,2020-08-02,-2.56,7.05,2.69,6.38
Belgium,BEL,2020-08-09,-8.09,13.8,10.08,13.82
Belgium,BEL,2020-08-16,23.75,48.58,44.68,80.03
Belgium,BEL,2020-08-23,7.33,20.11,6.42,27.45
Belgium,BEL,2020-08-30,-10.97,0.71,-1,1.43
Belgium,BEL,2020-09-06,8.11,5.48,-3.76,5.13
Belgium,BEL,2020-09-13,0.95,6.77,-9.36,-2.27
Belgium,BEL,2020-09-20,-3.19,14.89,-4.97,16.26
Belgium,BEL,2020-09-27,2.87,2.56,-6.17,4.85
Belgium,BEL,2020-10-04,-10.74,4.99,1.5,-3.05
Belgium,BEL,2020-10-11,-4.3,16.71,0.63,0.91
Belgium,BEL,2020-10-18,8.65,14.21,8.05,5.05
Belgium,BEL,2020-10-25,12.78,18.25,32.46,44.25
Belgium,BEL,2020-11-01,24.07,63.85,80.55,72.39
Belgium,BEL,2020-11-08,25.9,87.9,86.68,103.67
Belgium,BEL,2020-11-15,25.57,58.87,68.7,87.95
Belgium,BEL,2020-11-22,12.16,53.35,53.67,63.23
Belgium,BEL,2020-11-29,7.39,43.63,29.36,52.93
Belgium,BEL,2020-12-06,9.62,27.34,19.11,32.56
Belgium,BEL,2020-12-13,9.15,21.47,20.98,35.51
Belgium,BEL,2020-12-20,-6.36,15.95,21.4,32.37
Belgium,BEL,2020-12-27,-7.56,15.1,8.5,29.97
Belgium,BEL,2021-01-03,-4.38,18.19,8.34,9.27
Belgium,BEL,2021-01-10,-17.6,4.6,-1.77,9.61
Bulgaria,BGR,2020-01-05,-22.02,-14.72,-20.54,-15.69
Bulgaria,BGR,2020-01-12,-11.42,-3.57,-17.68,-11.58
Bulgaria,BGR,2020-01-19,-16.76,-7.57,-20.73,-5.73
Bulgaria,BGR,2020-01-26,-5.84,1.48,-16.38,6.58
Bulgaria,BGR,2020-02-02,-9.3,1.06,-2.91,6.37
Bulgaria,BGR,2020-02-09,2.51,6.46,-9.31,9.3
Bulgaria,BGR,2020-02-16,7.33,0.12,-1.3,-2.25
Bulgaria,BGR,2020-02-23,-2.62,-0.15,-11.96,-4.73
Bulgaria,BGR,2020-03-01,-8.88,3.2,-11.76,2.55
Bulgaria,BGR,2020-03-08,-15.08,1.24,-14.23,-8.75
Bulgaria,BGR,2020-03-15,-3.52,-0.93,-14.42,-1.22
Bulgaria,BGR,2020-03-22,-8.34,-1.26,-12.49,1.03
Bulgaria,BGR,2020-03-29,-9.51,2.54,-5.77,2.13
Bulgaria,BGR,2020-04-05,4.02,0.21,-11.88,-4.84
Bulgaria,BGR,2020-04-12,1.5,9.11,-10.3,-4.54
Bulgaria,BGR,2020-04-19,8.31,-3.97,-7.08,-1.72
Bulgaria,BGR,2020-04-26,0.77,0.42,-12.92,0.4
Bulgaria,BGR,2020-05-03,-3.65,2.46,-17.76,-0.12
Bulgaria,BGR,2020-05-10,-7.39,4.69,-11.58,-6.45
Bulgaria,BGR,2020-05-17,-1.4,12.4,4.27,8.24
Bulgaria,BGR,2020-05-24,-7.56,0.99,-7.33,-0.76
Bulgaria,BGR,2020-05-31,-9.16,12.61,-11.03,-21.54
Bulgaria,BGR,2020-06-07,-9.05,-0.18,0.87,4.89
Bulgaria,BGR,2020-06-14,2.96,4.67,-3.66,0.21
Bulgaria,BGR,2020-06-21,4.17,5.57,-10.31,-2.52
Bulgaria,BGR,2020-06-28,-0.68,8.4,-13.31,-1.21
Bulgaria,BGR,2020-07-05,10.92,13.64,5.53,23.6
Bulgaria,BGR,2020-07-12,1.54,5.13,10.36,4.38
Bulgaria,BGR,2020-07-19,0.26,12.31,-8.22,-6.82
Bulgaria,BGR,2020-07-26,-4.17,7.95,-4.29,3.46
Bulgaria,BGR,2020-08-02,1.07,13.75,2.63,23.56
Bulgaria,BGR,2020-08-09,-8.01,19.81,2.95,13.17
Bulgaria,BGR,2020-08-16,9.8,10.01,3.05,4.01
Bulgaria,BGR,2020-08-23,-2.9,12.83,1.01,6.61
Bulgaria,BGR,2020-08-30,9.5,10.38,-4.11,12.82
Bulgaria,BGR,2020-09-06,13.69,11.93,-3.5,13.31
Bulgaria,BGR,2020-09-13,1.83,8.67,-1.83,14.83
Bulgaria,BGR,2020-09-20,-1.48,15.67,-2.2,-2.63
Bulgaria,BGR,2020-09-27,-1.37,7.71,5.76,-4.96
Bulgaria,BGR,2020-10-04,3.21,14.41,-10.27,7.02
Bulgaria,BGR,2020-10-11,4.06,11.8,-0.51,5.81
Bulgaria,BGR,2020-10-18,3.18,9.28,3.43,2.43
Bulgaria,BGR,2020-10-25,13.11,28.37,5.98,16.28
Bulgaria,BGR,2020-11-01,35.99,31.86,30.38,27.35
Bulgaria,BGR,2020-11-08,64.02,78.29,46.35,32.23
Bulgaria,BGR,2020-11-15,84.56,114.14,75.43,71.45
Bulgaria,BGR,2020-11-22,92.88,137.99,119.12,91.19
Bulgaria,BGR,2020-11-29,111.19,157.56,120.05,110.93
Bulgaria,BGR,2020-12-06,101.52,153.21,123.1,96.28
Bulgaria,BGR,2020-12-13,73.92,121.89,91,105.48
Bulgaria,BGR,2020-12-20,57.64,94.18,79.93,69.74
Bulgaria,BGR,2020-12-27,23.16,49.94,38.46,32.1
Bulgaria,BGR,2021-01-03,17.26,42.43,15.04,19.83
Bulgaria,BGR,2021-01-10,-21.28,13.52,2.23,-2.77
Bulgaria,BGR,2021-01-17,-15.13,-2.68,-1.44,-10.98
Canada,CAN,2020-01-05,-6.39,7.1,4.28,1.12
Canada,CAN,2020-01-12,3.44,4.27,1.8,-1.04
Canada,CAN,2020-01-19,4.94,1.01,-1.31,0.8
Canada,CAN,2020-01-26,0.6,6.99,4.54,2.63
Canada,CAN,2020-02-02,1.17,1.09,-1.53,1.18
Canada,CAN,2020-02-09,0.66,2.73,0.15,2.96
Canada,CAN,2020-02-16,-0.19,3.34,0.93,-5.02
Canada,CAN,2020-02-23,-9.32,0.65,-1.8,2.39
Canada,CAN,2020-03-01,-4.85,7.93,5.05,-0.56
Canada,CAN,2020-03-08,4.48,2.84,0.17,1.95
Canada,CAN,2020-03-15,-0.32,4.9,2.41,0.92
Canada,CAN,2020-03-22,0.86,12.07,9.38,3.07
Canada,CAN,2020-03-29,-6.02,13.46,10.78,8.76
Canada,CAN,2020-04-05,10.13,14.15,11.16,23.81
Canada,CAN,2020-04-12,8.65,22.39,19.57,29.13
Canada,CAN,2020-04-19,1.9,22.94,19.86,38.06
Canada,CAN,2020-04-26,6.88,29.2,25.6,45.53
Canada,CAN,2020-05-03,10.12,25.07,22.32,44.51
Canada,CAN,2020-05-10,13.92,20.56,17.31,32.28
Canada,CAN,2020-05-17,9.94,20.48,17.73,24.33
Canada,CAN,2020-05-24,14.44,14.08,11.24,20.67
Canada,CAN,2020-05-31,11.09,18.96,15.65,21.61
Canada,CAN,2020-06-07,11,13.78,11.09,10.01
Canada,CAN,2020-06-14,7.57,8.19,5.28,0.87
Canada,CAN,2020-06-21,9.07,10.53,8.21,5.55
Canada,CAN,2020-06-28,4.69,10.43,7.56,8.23
Canada,CAN,2020-07-05,8.76,5.05,2.31,3.23
Canada,CAN,2020-07-12,10.33,12.86,10.19,5.26
Canada,CAN,2020-07-19,15.33,8.76,5.67,5.88
Canada,CAN,2020-07-26,10.91,11.19,8.74,1.89
Canada,CAN,2020-08-02,9.99,11,8.33,6.93
Canada,CAN,2020-08-09,10.41,8.1,5.53,4.7
Canada,CAN,2020-08-16,9.55,14.04,11.29,11.11
Canada,CAN,2020-08-23,10.86,15.12,12.46,7.71
Canada,CAN,2020-08-30,4.94,9.19,6.5,5.16
Canada,CAN,2020-09-06,17.98,8.75,5.97,9.15
Canada,CAN,2020-09-13,6.34,10.8,8.12,7.26
Canada,CAN,2020-09-20,6.67,14.8,12,8.37
Canada,CAN,2020-09-27,7.62,17.48,14.47,11.59
Canada,CAN,2020-10-04,11.37,12.16,9.23,5.17
Canada,CAN,2020-10-11,11.39,12.71,10.02,9.84
Canada,CAN,2020-10-18,2.7,7.41,4.76,-1.58
Chile,CHL,2020-01-05,5.47,13.08,3.37,11.97
Chile,CHL,2020-01-12,14.11,2.9,5.98,26.13
Chile,CHL,2020-01-19,2.43,5.39,8.19,18.32
Chile,CHL,2020-01-26,-0.34,0.82,7.87,4.64
Chile,CHL,2020-02-02,0.91,-2.88,0.89,12.5
Chile,CHL,2020-02-09,5.74,10.27,7.81,12.83
Chile,CHL,2020-02-16,10.37,-2.82,11.55,-0.11
Chile,CHL,2020-02-23,-3.57,-7.54,7.42,7.42
Chile,CHL,2020-03-01,0.87,3.07,13.24,7.86
Chile,CHL,2020-03-08,-2.64,2.37,6.94,15.46
Chile,CHL,2020-03-15,11.95,16.51,0.66,5.52
Chile,CHL,2020-03-22,8.14,11.18,12.14,15.12
Chile,CHL,2020-03-29,7.21,4.91,9.86,15.79
Chile,CHL,2020-04-05,9.56,7.59,23.33,3.83
Chile,CHL,2020-04-12,-0.1,-2.75,2.37,14.48
Chile,CHL,2020-04-19,6.4,-2.43,16.04,15.39
Chile,CHL,2020-04-26,6.33,13.78,6.75,-0.55
Chile,CHL,2020-05-03,7.99,11.33,5.08,1.68
Chile,CHL,2020-05-10,19.42,19.81,22.18,20.02
Chile,CHL,2020-05-17,19.37,27.75,14.55,21.61
Chile,CHL,2020-05-24,41.49,38.11,45.33,21.04
Chile,CHL,2020-05-31,54.89,70.08,65,37.38
Chile,CHL,2020-06-07,70.31,95.26,76.56,49.76
Chile,CHL,2020-06-14,54.63,94.67,80.94,46.63
Chile,CHL,2020-06-21,62.81,80.21,52.96,34.87
Chile,CHL,2020-06-28,57.77,64.51,38,29.85
Chile,CHL,2020-07-05,36.98,31.57,32.29,20.24
Chile,CHL,2020-07-12,32.14,46.52,25.63,9.99
Chile,CHL,2020-07-19,15.58,34.88,16.13,6.27
Chile,CHL,2020-07-26,16.3,22.59,15.6,8.56
Chile,CHL,2020-08-02,14.89,26.1,13.11,7.24
Chile,CHL,2020-08-09,0.98,24.95,12.74,9.62
Chile,CHL,2020-08-16,12.24,20.12,5.4,2.09
Chile,CHL,2020-08-23,21.38,19.63,17.09,13.32
Chile,CHL,2020-08-30,19.58,6.01,19.73,15.38
Chile,CHL,2020-09-06,9.22,18.08,7.14,3.88
Chile,CHL,2020-09-13,5.74,12.2,16.21,14.22
Chile,CHL,2020-09-20,1.77,16.35,13.26,6.89
Chile,CHL,2020-09-27,12.99,19.18,9.66,7.72
Chile,CHL,2020-10-04,27.87,7.49,14.87,3
Chile,CHL,2020-10-11,14.01,28.56,18.75,24.19
Chile,CHL,2020-10-18,23.45,16.1,16.81,12.23
Chile,CHL,2020-10-25,21.56,24.72,20.18,8.91
Chile,CHL,2020-11-01,21.3,26.72,20.96,1.93
Chile,CHL,2020-11-08,16.81,17.41,18.73,11.41
Chile,CHL,2020-11-15,9.49,12.37,21.48,8.46
Chile,CHL,2020-11-22,9.78,7.82,28.04,5.28
Chile,CHL,2020-11-29,9.06,24.27,16.38,20.61
Chile,CHL,2020-12-06,8.07,32.76,23.54,10.74
Chile,CHL,2020-12-13,6.92,13.96,30.43,15
Chile,CHL,2020-12-20,14.26,23.19,20.26,9.42
Chile,CHL,2020-12-27,23.16,35.68,37.03,31.73
Chile,CHL,2021-01-03,14.62,25.42,39.8,27.34
Chile,CHL,2021-01-10,12.37,40.08,28.71,24.08
Chile,CHL,2021-01-17,17.55,24.69,33.76,26.13
Croatia,HRV,2020-01-05,-10.9,-7.57,-29.06,-9.17
Croatia,HRV,2020-01-12,-14.57,-18.26,-21.06,-9.79
Croatia,HRV,2020-01-19,-21.27,-2.74,-30.02,-13.37
Croatia,HRV,2020-01-26,-5.84,-0.09,-13.86,-7.51
Croatia,HRV,2020-02-02,-8.39,5.09,-20.25,-2.04
Croatia,HRV,2020-02-09,-19.72,-8.97,-17.44,8.37
Croatia,HRV,2020-02-16,-7,3.36,-9.33,-1.54
Croatia,HRV,2020-02-23,-6.16,-9.36,-10.49,1.22
Croatia,HRV,2020-03-01,-16.21,2.02,-19.84,2.99
Croatia,HRV,2020-03-08,-10.83,7.04,-16.38,0.36
Croatia,HRV,2020-03-15,-0.44,16.49,-12.46,2.06
Croatia,HRV,2020-03-22,-2.48,17.36,-5.78,8.48
Croatia,HRV,2020-03-29,4.17,13.64,11.2,4.02
Croatia,HRV,2020-04-05,-12.51,-0.2,-9.24,6.81
Croatia,HRV,2020-04-12,-10.17,4.95,-12.87,19.06
Croatia,HRV,2020-04-19,-6.78,8.75,-2.09,6.43
Croatia,HRV,2020-04-26,-13.75,-25.33,-18.53,-0.56
Croatia,HRV,2020-05-03,-8.95,-2.76,-11.8,-1.92
Croatia,HRV,2020-05-10,-14.36,14.11,-22.93,1.73
Croatia,HRV,2020-05-17,-21.2,3.87,-13.52,16.87
Croatia,HRV,2020-05-24,-14.91,8.8,-10,-0.08
Croatia,HRV,2020-05-31,-19.88,5.23,-18.58,0.37
Croatia,HRV,2020-06-07,-0.52,7.15,-5.13,9.76
Croatia,HRV,2020-06-14,2.92,15.43,-11.31,17.92
Croatia,HRV,2020-06-21,-22.71,11.38,-15.64,13.9
Croatia,HRV,2020-06-28,-4.02,-5.09,-2.03,15.72
Croatia,HRV,2020-07-05,-19.63,12.03,-6.63,18.38
Croatia,HRV,2020-07-12,-9.99,1.91,-12.31,10.04
Croatia,HRV,2020-07-19,-8.51,-4.42,-5.67,-9.99
Croatia,HRV,2020-07-26,-3.39,-1.38,-10.02,11.47
Croatia,HRV,2020-08-02,5.44,11.43,7.01,17.02
Croatia,HRV,2020-08-09,-13.07,11.11,-6.62,9.34
Croatia,HRV,2020-08-16,-13.94,-0.8,-5.4,11.85
Croatia,HRV,2020-08-23,-17.61,18.19,-6.46,12.33
Croatia,HRV,2020-08-30,-4.38,9.32,3.35,15.17
Croatia,HRV,2020-09-06,-14.63,25.31,-2.59,14.59
Croatia,HRV,2020-09-13,-1.88,21.71,5.38,21.89
Croatia,HRV,2020-09-20,-12.92,7.39,-4.88,25.69
Croatia,HRV,2020-09-27,-16.18,16.68,-7.85,13.62
Croatia,HRV,2020-10-04,11.46,36.68,-3.86,11.23
Croatia,HRV,2020-10-11,-5.11,0.64,-10.7,12.67
Croatia,HRV,2020-10-18,9.43,25.86,10.57,18.29
Croatia,HRV,2020-10-25,-0.46,34.86,5.73,33.04
Croatia,HRV,2020-11-01,-11.69,31.46,16.75,36.07
Croatia,HRV,2020-11-08,0,41.25,26.43,49.28
Croatia,HRV,2020-11-15,7.9,55.13,31.24,47.53
Croatia,HRV,2020-11-22,20.13,75.39,44.61,63.61
Croatia,HRV,2020-11-29,10.11,39.64,59.29,37.98
Czechia,CZE,2020-01-05,-3.57,-2.7,-1.02,-3.47
Czechia,CZE,2020-01-12,-7.15,-8.75,4.29,3.36
Czechia,CZE,2020-01-19,-17.63,-3.05,-3.34,-3.97
Czechia,CZE,2020-01-26,-5.37,-3.1,1.94,-3.75
Czechia,CZE,2020-02-02,-10.55,-4.47,-0.45,5.04
Czechia,CZE,2020-02-09,-13.76,-1.65,-2.38,-3.51
Czechia,CZE,2020-02-16,-18.07,-3.12,-4.12,2
Czechia,CZE,2020-02-23,-14.18,-13.96,0.34,-1.38
Czechia,CZE,2020-03-01,-10.64,-5.4,-1.61,-3.01
Czechia,CZE,2020-03-08,-5.98,-1.85,-9.36,-2.14
Czechia,CZE,2020-03-15,-11.85,3.33,0.67,-0.14
Czechia,CZE,2020-03-22,-4.87,4,1.83,6.35
Czechia,CZE,2020-03-29,1.18,3.14,8.76,2.94
Czechia,CZE,2020-04-05,-7.64,15.8,15.38,2.78
Czechia,CZE,2020-04-12,-4.29,1.93,12.14,8.86
Czechia,CZE,2020-04-19,2.25,0.46,8.75,0.07
Czechia,CZE,2020-04-26,-9.38,-5.94,-3.21,0.64
Czechia,CZE,2020-05-03,-7.65,10.41,9.29,1.01
Czechia,CZE,2020-05-10,-11.7,-1.46,2.39,2.17
Czechia,CZE,2020-05-17,3.47,7.26,-3.64,4.08
Czechia,CZE,2020-05-24,-14.31,-4.41,2.44,-2.79
Czechia,CZE,2020-05-31,-23.04,2.93,-12.11,5.53
Czechia,CZE,2020-06-07,-7.68,12.64,22.41,5.24
Czechia,CZE,2020-06-14,-8.24,0.42,9.19,1.42
Czechia,CZE,2020-06-21,-0.16,7.72,5.21,2.97
Czechia,CZE,2020-06-28,-3.44,6.67,10.97,7.69
Czechia,CZE,2020-07-05,-0.05,5.67,7.55,9.85
Czechia,CZE,2020-07-12,-7.19,-0.92,6.03,0.79
Czechia,CZE,2020-07-19,-10.59,8.01,0.25,-1.61
Czechia,CZE,2020-07-26,4.43,0.24,2.99,3.25
Czechia,CZE,2020-08-02,3.52,5.29,14.11,11.13
Czechia,CZE,2020-08-09,-3.89,7.4,16.72,3.12
Czechia,CZE,2020-08-16,2.11,12.1,7.45,3.08
Czechia,CZE,2020-08-23,6.46,5.47,8.64,5.88
Czechia,CZE,2020-08-30,-7.05,-1.48,9.2,9.9
Czechia,CZE,2020-09-06,-3.57,8.5,6.27,1.72
Czechia,CZE,2020-09-13,-10.34,8.39,13.43,6.87
Czechia,CZE,2020-09-20,-2.47,3.61,25.31,14.42
Czechia,CZE,2020-09-27,3.41,10.86,25.65,25.21
Czechia,CZE,2020-10-04,0.44,11.02,24.45,12.33
Czechia,CZE,2020-10-11,1.04,29.78,36.5,18.86
Czechia,CZE,2020-10-18,13.53,40.84,51.64,50.89
Czechia,CZE,2020-10-25,24.16,58.67,96.59,96.92
Czechia,CZE,2020-11-01,37.55,97.77,143.94,113.2
Czechia,CZE,2020-11-08,35.6,73.85,157.52,131.12
Czechia,CZE,2020-11-15,23.51,75.55,111.15,104.06
Czechia,CZE,2020-11-22,29.17,52.1,90.8,65.37
Czechia,CZE,2020-11-29,15.45,42.97,65.88,65.23
Czechia,CZE,2020-12-06,19.64,47.32,54.84,50.37
Czechia,CZE,2020-12-13,3.05,25,67.69,54.04
Czechia,CZE,2020-12-20,17.08,30.03,60.82,52.54
Denmark,DNK,2020-01-05,-12.4,3.86,-2.22,3.62
Denmark,DNK,2020-01-12,-0.24,3.22,1.55,7.21
Denmark,DNK,2020-01-19,-15.16,-2.58,0.56,-1.51
Denmark,DNK,2020-01-26,-13.75,-7.72,-3.56,-5.43
Denmark,DNK,2020-02-02,6.12,-13.92,2.05,-10.9
Denmark,DNK,2020-02-09,-7.19,-14.6,8.57,-10.12
Denmark,DNK,2020-02-16,-19.84,-7.82,-2.69,-10.53
Denmark,DNK,2020-02-23,3.18,-11.52,-12.39,-12.59
Denmark,DNK,2020-03-01,-23.35,-5.78,-13.3,-13.35
Denmark,DNK,2020-03-08,-12.74,-16.32,-1.48,-9.82
Denmark,DNK,2020-03-15,-11.1,3.51,-4.23,-15.87
Denmark,DNK,2020-03-22,-14.98,3.29,14.24,-2.18
Denmark,DNK,2020-03-29,-22.2,8.89,6.75,7.01
Denmark,DNK,2020-04-05,-2.25,10.28,28.7,-0.79
Denmark,DNK,2020-04-12,-19.22,15.83,18.4,5.66
Denmark,DNK,2020-04-19,-5.23,4.44,12.55,4.11
Denmark,DNK,2020-04-26,2.19,8.18,22.7,4.98
Denmark,DNK,2020-05-03,-20,-9.93,10.01,9.61
Denmark,DNK,2020-05-10,-2.3,-8.92,11.15,0.11
Denmark,DNK,2020-05-17,-10.12,-4.67,4.34,-2.11
Denmark,DNK,2020-05-24,-13.47,-0.4,8.77,7.27
Denmark,DNK,2020-05-31,-8.78,1.97,8.84,-5.17
Denmark,DNK,2020-06-07,-6.84,-11.59,7.67,0.98
Denmark,DNK,2020-06-14,3.12,-6.37,6.44,4.66
Denmark,DNK,2020-06-21,-7.38,-14.24,6.88,-0.53
Denmark,DNK,2020-06-28,-6.29,-6.81,20.91,5.02
Denmark,DNK,2020-07-05,6.04,-6.47,10.49,8.66
Denmark,DNK,2020-07-12,-8.64,-4.64,8.13,4.28
Denmark,DNK,2020-07-19,-4.31,3.43,15.21,8.48
Denmark,DNK,2020-07-26,-6.86,-8.15,2.83,-5.56
Denmark,DNK,2020-08-02,2.53,2.75,-1.05,4.72
Denmark,DNK,2020-08-09,-9.33,-9.7,7.42,4.42
Denmark,DNK,2020-08-16,5.01,7.14,11.4,-0.92
Denmark,DNK,2020-08-23,-10.64,-5.48,7.17,8.78
Denmark,DNK,2020-08-30,-8.47,-3.43,8.58,3.05
Denmark,DNK,2020-09-06,-18.68,2.15,9.29,13.76
Denmark,DNK,2020-09-13,-4.05,-17.9,12.48,12.91
Denmark,DNK,2020-09-20,-7.01,-3.71,29.64,14.77
Denmark,DNK,2020-09-27,-7.86,-0.1,5.24,-1.11
Denmark,DNK,2020-10-04,-18.76,-1.42,16.89,4.42
Denmark,DNK,2020-10-11,-18.14,-6.53,-3.14,-1.68
Denmark,DNK,2020-10-18,-1.23,2.53,11.54,-3.36
Denmark,DNK,2020-10-25,8.55,-9.09,23.71,14.44
Denmark,DNK,2020-11-01,1.66,-7.5,4.19,-2.28
Denmark,DNK,2020-11-08,-13.86,-12.21,23.85,1.29
Denmark,DNK,2020-11-15,-16.56,9.68,23.89,4.36
Denmark,DNK,2020-11-22,-6.72,-4.51,10.86,14.14
Denmark,DNK,2020-11-29,-0.39,-1.72,17.82,2.29
Denmark,DNK,2020-12-06,-7.43,-3.12,10.31,2.91
Denmark,DNK,2020-12-13,-11.76,-9.4,9.72,8.41
Denmark,DNK,2020-12-20,-5.35,17.48,28.87,26
Denmark,DNK,2020-12-27,-11.88,14.13,15.55,22.89
Denmark,DNK,2021-01-03,-4.54,10.38,19.02,31.59
Denmark,DNK,2021-01-10,-0.48,-2.72,26.9,8.08
Denmark,DNK,2021-01-17,-16.77,12.22,17.65,10.42
Denmark,DNK,2021-01-24,-12.56,3.65,26.94,21.11
England & Wales,,2020-01-05,-8.15,-3.59,2.9,2.89
England & Wales,,2020-01-12,1.31,0.26,3.35,1.46
England & Wales,,2020-01-19,7.68,-1.95,0.41,-5.92
England & Wales,,2020-01-26,-1.11,-1.28,-6.54,-11.62
